assessmentId,scientificName,internalTaxonId,AOO.range,EOO.range,DepthLower.limit,DepthUpper.limit,Congregatory.value,NoThreats.noThreats,ElevationLower.limit,ElevationUpper.limit,PopulationSize.range,ThreatsUnknown.value,LocationsNumber.range,GenerationLength.range,MovementPatterns.pattern,SubpopulationNumber.range,AreaRestricted.isRestricted,CropWildRelative.isRelative,YearOfPopulationEstimate.value,InPlaceEducationControlled.value,SevereFragmentation.isFragmented,InPlaceResearchRecoveryPlan.value,InPlaceLandWaterProtectionInPA.value,InPlaceSpeciesManagementExSitu.value,InPlaceResearchMonitoringScheme.value,InPlaceEducationSubjectToPrograms.value,InPlaceSpeciesManagementHarvestPlan.value,InPlaceLandWaterProtectionAreaPlanned.value,InPlaceEducationInternationalLegislation.value,InPlaceLandWaterProtectionInvasiveControl.value,InPlaceLandWaterProtectionSitesIdentified.value,InPlaceLandWaterProtectionPercentProtected.value
130261184,Melipotes gymnops,22704295,,25000,,,,,1200,2700,U,,,5.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130261458,Melipotes ater,22704304,,6500,,,,,1200,3300,U,,,5.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130261779,Myza celebensis,22704307,,262000,,,,,,,U,,,5.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130262103,Myza sarasinorum,22704310,,146000,,,,,1700,2800,U,,,5.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130262395,Gliciphila undulata,22704378,,86600,,,,,,,U,,,6.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130262754,Gliciphila notabilis,22704385,,44900,,,,,,,U,,,6.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130263393,Schiffornis major,22700617,,4150000,,,,,,300,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130263636,Schiffornis virescens,22700629,,2070000,,,,,,1700,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130263946,Pachyramphus albogriseus,22700655,,3730000,,,,,500,3050,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130264229,Pachyramphus validus,22700683,,9800000,,,,,,2500,U,,,4.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130264892,Pipreola aureopectus,22700791,,553000,,,,,800,3100,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130265175,Pipreola jucunda,22700794,,45000,,,,,600,2300,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130265448,Pipreola lubomirskii,22700797,,108000,,,,,1200,2300,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130265796,Iodopleura isabellae,22700821,,5720000,,,,,,900,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130266152,Cotinga cayana,22700891,,7370000,,,,,,800,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130266486,Xipholena punicea,22700894,,5270000,,,,,,1300,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130266964,Pipra aureola,22700985,,2340000,,,,,,1200,U,,,5.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130267257,Rupicola peruvianus,22700974,,2610000,,,,,500,2400,U,,,4.6,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130267659,Pipra filicauda,22700991,,3360000,,,,,,1000,U,,,5.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130268089,Ceratopipra chloromeros,22701003,,615000,,,,,,1400,U,,,5.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130268402,Ceratopipra cornuta,22701006,,428000,,,,,500,1800,U,,,5.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130268772,Lepidothrix suavissima,22701020,,511000,,,,,250,1800,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130269176,Lepidothrix nattereri,22701050,,1120000,,,,,,500,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130269515,Lepidothrix coeruleocapilla,22701062,,234000,,,,,600,1700,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130269766,Antilophia galeata,22701068,,2670000,,,,,500,1000,U,,,4.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130270143,Chiroxiphia boliviana,22701080,,214000,,,,,650,2200,U,,,4.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130270372,Corapipo gutturalis,22701093,,1460000,,,,,200,1100,U,,,4.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130270658,Machaeropterus pyrocephalus,22701115,,6220000,,,,,,1200,U,,,4.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130270942,Machaeropterus deliciosus,22701122,,118000,,,,,100,1900,U,,,4.4,Altitudinal Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130271310,Xenopipo atronitens,22701125,,5740000,,,,,,1200,U,,,4.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130271758,Neopelma pallescens,22701183,,5640000,,,,,,900,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130272056,Piprites griseiceps,22701216,,299000,,,,,100,750,U,,,4.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130272309,Phlegopsis erythroptera,22701955,,2460000,,,,,,550,U,,,4.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130272551,Geocerthia serrana,22702054,,113000,,,,,2750,4300,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130272791,Sylviorthorhynchus desmurii,22702150,,537000,,,,,,1000,U,,,3.8,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130273037,Asthenes fuliginosa,22702217,,745000,,,,,2300,4000,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130273281,Synallaxis frontalis,22702287,,7840000,,,,,,2500,U,,,3.8,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130273582,Synallaxis rutilans,22702360,,6770000,,,,,,1200,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130273844,Synallaxis cinnamomea,22702381,,557000,,,,,700,2100,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130274098,Synallaxis scutata,22702399,,6170000,,,,,,1700,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130274343,Thripophaga fusciceps,22702594,,2840000,,,,,50,500,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130274607,Phacellodomus sibilatrix,22702610,,1340000,,,,,,2000,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130275321,Phacellodomus ruber,22702621,,4240000,,,,,300,1400,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130275632,Phacellodomus erythrophthalmus,22702627,,508000,,,,,,1250,,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130276118,Pseudoseisura lophotes,22702740,,2020000,,,,,,900,U,,,4.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130276465,Ancistrops strigilatus,22702757,,3520000,,,,,,900,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130276905,Anabacerthia ruficaudata,22702792,,6860000,,,,,,1300,U,,,4.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130277191,Philydor pyrrhodes,22702800,,6600000,,,,,,750,U,,,4.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130277586,Syndactyla dimidiata,22702803,,1840000,,,,,,1200,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130278500,Anabazenops dorsalis,22702913,,2350000,,,,,200,1300,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130278783,Syndactyla roraimae,22702929,,289000,,,,,1100,2500,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130279025,Automolus melanopezus,22702938,,1530000,,,,,300,600,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130279293,Automolus rufipileatus,22702946,,7040000,,,,,,1300,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130279567,Clibanornis rectirostris,22702949,,1660000,,,,,200,1200,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130280143,Sclerurus caudacutus,22702972,,9780000,,,,,,1100,U,,,3.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130280465,Xenops tenuirostris,22702992,,5940000,,,,,,1500,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130281058,Megaxenops parnaguae,22703001,,848000,,,,,200,1100,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130281335,Pygarrhichas albogularis,22703004,,1170000,,,,,,1200,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130281913,Dendrexetastes rufigula,22703052,,6340000,,,,,,500,U,,,4.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130282232,Hylexetastes stresemanni,22703055,,1870000,,,,,,300,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130282827,Xiphocolaptes albicollis,22703068,,2480000,,,,,,2000,U,,,4.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130283087,Xiphocolaptes major,22703076,,1960000,,,,,,1800,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130283409,Dendrocolaptes certhia,22703079,,8970000,,,,true,,1400,,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130284162,Xiphorhynchus obsoletus,22703112,,7100000,,,,,,500,U,,,4.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130284616,Xiphorhynchus spixii,22703118,,1110000,,,,,,600,U,,,4.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130284868,Xiphorhynchus elegans,22703121,,4220000,,,,,,1500,U,,,4.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130285514,Xiphorhynchus pardalotus,22703124,,1870000,,,,,,1800,U,,,5.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130286041,Xiphorhynchus triangularis,22703146,,3510000,,,,,1000,2400,U,,,4.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130324636,Chamaeza campanisona,22703212,,12700000,,,,,50,1800,U,,,3.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130324930,Chamaeza ruficauda,22703225,,644000,,,,,600,2200,U,,,3.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130325726,Grallaria eludens,22703265,,567000,,,,,120,500,U,,6-10,3.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130326039,Grallaria andicolus,22703281,,371000,,,,,3000,4300,U,,,3.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130326281,Grallaria flavotincta,22703305,,47600,,,,,1300,2350,U,,,3.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130326991,Hylopezus fulviventris,22703343,,292000,,,,,,800,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130327291,Hylopezus berlepschi,22703346,,2670000,,,,,,500,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130327580,Myrmothera campanisona,22703355,,5480000,,,,,,1200,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130327889,Conopophaga ardesiaca,22703409,,269000,,,,,800,2450,U,,,2.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130328125,Conopophaga melanops,22703415,,836000,,,,,,800,U,,,2.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130328363,Conopophaga melanogaster,22703418,,1140000,,,,,,700,U,,,2.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130328965,Pteroptochos castaneus,22703421,,53300,,,,,,1600,U,,,3.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130329211,Pteroptochos tarnii,22703426,,422000,,,,true,,1500,,,,3.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130329453,Scelorchilus rubecula,22703437,,377000,,,,,,1500,U,,,3.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130329722,Eugralla paradoxa,22703480,,199000,,,,,,1000,U,,,3.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130330007,Climacteris erythrops,22703574,,618000,,,,,,,U,,,7.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130344854,Myzomela blasii,22703810,,29800,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130345137,Myzomela nigrita,22703827,,1390000,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130345396,Myzomela adolphinae,22703834,,506000,,,,,,,U,,,6,Nomadic,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130346463,Myzomela wakoloensis,22703852,,27300,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130346697,Myzomela boiei,22703855,,74500,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130346954,Myzomela caledonica,22703862,,22600,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130347222,Myzomela lafargei,22703880,,74000,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130347557,Myzomela melanocephala,22703888,,10200,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130347854,Myzomela tristrami,22703895,,5200,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130348115,Myzomela erythromelas,22703902,,63600,,,,,,,U,,,6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130348341,Myzomela vulnerata,22703906,,36500,,,,,,1200,U,,,6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130348697,Timeliopsis fulvigula,22703928,,678000,,,,,,,U,,,5.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130349017,Timeliopsis griseigula,22703931,,913000,,,,,,,U,,,5.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130350571,Melitograis gilolensis,22704170,,56100,,,,,,,U,,,5.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130350828,Philemon meyeri,22704173,,894000,,,,,,,U,,,5.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130351188,Philemon inornatus,22704176,,38500,,,,,,2200,U,,,5.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130351479,Philemon subcorniculatus,22704200,,29800,,,,,,1100,U,,,5.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130351718,Philemon cockerelli,22704218,,72700,,,,,,,U,,,5.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130352072,Philemon diemenensis,22704230,,62200,,,,,,,U,,,5.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130352344,Chloropsis palawanensis,22704947,,47800,,,,,,,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130352774,Hemipus picatus,22706769,,14200000,,,,,,,U,,,3.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130371357,Cyclarhis nigrirostris,22705127,,285000,,,,,1300,2700,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130372068,Vireolanius eximius,22705138,,345000,,,,,,1700,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130372616,Vireo carmioli,22705185,,10800,,,,,1800,3300,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130372877,Vireo gundlachii,22705197,,223000,,,,,,700,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130373121,Vireo crassirostris,22705200,,539000,,,,,,,U,,,4.2,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130373389,Vireo modestus,22705216,,13500,,,,,,1500,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130374545,Oriolus forsteni,22706353,,30300,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130374759,Oriolus phaeochromus,22706356,,40300,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130374987,Oriolus szalayi,22706359,,1270000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130375260,Oriolus sagittatus,22706362,,6880000,,,,,,,U,,,3.7,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130375552,Oriolus albiloris,22706375,,85100,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130375861,Oriolus auratus,22706389,,14300000,,,,,,1850,U,,,3.7,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130376308,Oriolus chinensis,22706394,,17400000,,,,,,,U,,,3.7,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130376763,Oriolus tenuirostris,22706397,,1600000,,,,,,,U,,,3.7,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130377125,Oriolus brachyrynchus,22706410,,6280000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130377561,Oriolus nigripennis,22706433,,5940000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130378031,Oriolus xanthornus,22706437,,10700000,,,,,,,U,,,3.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130378420,Oriolus traillii,22706446,,5200000,,,,,,,U,,,3.7,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130379158,Cyanocorax cyanomelas,22705705,,2380000,,,,,,2000,U,,,6.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130379543,Cyanocorax chrysops,22705729,,5350000,,,,,,2800,U,,,6.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130380194,Perisoreus canadensis,22705783,,16900000,,,,,,,26000000,,,7.1,Not a Migrant,,No,,2016,No,No,No,No,No,Yes,No,,,No,No,"Yes, over entire range",
130380699,Urocissa caerulea,22705793,,36300,,,,,300,1200,,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130380978,Urocissa erythroryncha,22705802,,8860000,,,,,,,U,,,6.7,Altitudinal Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130381297,Cissa chinensis,22705809,,8510000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130381668,Dendrocitta vagabunda,22705836,,8840000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130382030,Dendrocitta frontalis,22705849,,597000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130382437,Anthochaera carunculata,22704466,,4300000,,,,,,,U,,,6.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130382837,Aethomyias nigrorufus,22704527,,427000,,,,,1220,2500,U,,,5.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130383953,Origma robusta,22704532,,786000,,,,,1250,3680,U,,,5.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130384309,Aethomyias spilodera,22704582,,1150000,,,,,,,U,,,7.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130385494,Gerygone magnirostris,22704692,,5220000,,,,,,1200,U,,,5.5,Not a Migrant,,No,,,No,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
130385914,Gerygone dorsalis,22704711,,237000,,,,,,,U,,,5.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130386260,Gerygone mouki,22704728,,2340000,,,,,,,U,,,5.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130386836,Hylophilus amaurocephalus,22705276,,3620000,,,,,,1100,U,,,5.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130387135,Hylophilus poicilotis,22705280,,983000,,,,,,1900,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130387486,Hylophilus semicinereus,22705286,,5270000,,,,,,600,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130387791,Hylophilus pectoralis,22705290,,7790000,,,,,,600,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130388161,Vireo sclateri,22705293,,625000,,,,,600,2000,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130388463,Hylophilus brunneiceps,22705300,,668000,,,,,,,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130388750,Pachysylvia hypoxantha,22705303,,4980000,,,,,,900,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130389148,Pachysylvia semibrunnea,22705306,,244000,,,,,450,2100,U,,,5.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130390714,Pitohui dichrous,22705576,,857000,,,,,,,U,,,7.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130391308,Pseudorectes ferrugineus,22705583,,1350000,,,,,,,U,,,7.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130391681,Ornorectes cristatus,22705586,,857000,,,,,,,U,,,7.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130391976,Melanorectes nigrescens,22705589,,719000,,,,,,,U,,,7.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130392282,Corcorax melanorhamphos,22705382,,2800000,,,,,,,U,,,8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130392659,Mohoua albicilla,22705394,,124000,,,,,,,U,,,7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130399514,Pachycephala albiventris,22705443,,233000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130399861,Pachycephala hypoxantha,22705463,,552000,,,,,,,U,,,6.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130405979,Pachycephala rufiventris,22705537,,11800000,,,,,,,U,,,6.7,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130406443,Colluricincla tenebrosa,22705543,,132000,,,,,1400,2500,U,,,7.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130407286,Colluricincla harmonica,22705561,,12200000,,,,,,,U,,,7.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130407851,Nucifraga columbiana,22705909,,3790000,,,,,2000,3100,270000,,,7.5,Not a Migrant,,No,,2016,No,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
130408230,Corvus typicus,22705950,,199000,,,,,,,U,,,7.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130408880,Corvus mellori,22706036,,1690000,,,,,,,U,,,7.3,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
